EmployeeID,Attrition,Age,HomeToWork,HourlnWeek,Involvement,WorkLifeBalance,JobSatisfaction,ESOPs,NumCompaniesWorked,OverTime,SalaryHikelastYear,LastPromotion,CurrentProfile,MonthlyIncome,TravelProfile_Rarely,TravelProfile_Yes,Department_Analytics,Department_Marketing,Department_Sales,EducationField_CA,EducationField_Engineer,EducationField_Marketing Diploma,EducationField_Statistics,Gender_F,Gender_M,Designation_AVP,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,MaritalStatus_Married,MaritalStatus_Single
5111392,0,36,10,64,3,1,2,0,1,0,28,0,4,17070,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
5111393,0,26,21,65,1,3,3,0,3,0,17,2,3,22232,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
5111394,0,39,13,78,3,3,3,1,4,0,25,1,1,25824,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5111395,0,46,23,81,3,3,2,0,1,1,20,5,11,29496,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
5111396,0,32,5,68,4,1,3,1,1,0,17,6,8,21162,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
5111397,0,40,5,66,3,1,3,1,1,0,31,12,9,26938,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
5111398,0,39,5,33,3,5,5,1,4,0,19,2,8,22893,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
5111399,0,28,19,39,3,5,4,0,10,0,20,3,2,18811,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
5111400,0,34,7,54,4,3,4,0,9,0,17,1,3,19838,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
5111401,0,37,3,75,3,3,3,0,4,1,16,1,0,24602,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
5111402,1,29,3,47,4,3,4,0,2,0,21,1,1,18596,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
5111403,1,21,9,68,4,5,2,0,2,1,24,2,2,18926,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
5111404,0,54,27,30,2,2,2,0,2,1,17,4,4,32328,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
5111405,0,59,26,99,3,1,5,1,7,0,16,7,9,22637,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
5111406,0,36,4,30,3,5,4,1,4,0,17,7,7,21692,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5111407,0,34,5,72,3,3,3,1,9,0,20,1,2,21538,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
5111408,1,35,24,50,4,4,3,1,3,1,18,0,1,20916,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
5111409,0,42,27,60,3,3,5,0,3,1,22,0,0,28191,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
5111410,1,30,4,82,4,2,5,1,7,0,19,1,8,18362,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5111411,1,29,1,36,3,4,1,0,9,1,19,2,2,19787,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
5111412,0,30,10,61,3,5,5,0,4,0,20,2,3,18062,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5111413,0,40,3,79,3,4,3,1,0,0,19,1,12,33041,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
5111414,1,35,16,59,5,2,1,0,6,1,19,2,2,20440,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
5111415,0,38,3,39,4,2,2,1,3,0,23,7,5,21692,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
5111416,0,30,30,61,3,2,5,1,8,0,24,0,3,19115,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
5111417,1,32,5,66,3,1,1,1,7,1,19,3,3,19722,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
5111418,0,39,7,32,3,3,4,0,4,0,19,2,2,23376,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
5111419,0,46,10,61,3,1,5,1,3,0,23,1,1,25724,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
5111420,1,27,3,55,3,1,5,1,0,0,16,0,2,18041,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
5111421,0,35,22,51,3,1,2,0,1,1,30,0,2,19014,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5111422,1,40,6,43,3,4,3,0,5,1,24,1,1,21238,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
5111423,0,44,29,64,3,4,2,1,2,1,18,5,13,32959,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
5111424,0,32,3,74,2,3,2,0,7,0,21,0,7,20055,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5111425,0,45,5,56,5,2,3,0,4,0,26,0,3,24756,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
5111426,1,43,10,55,5,1,3,0,8,0,18,1,3,20346,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
5111427,0,38,16,49,3,5,1,0,2,0,23,4,8,20285,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
5111428,1,30,12,54,5,4,4,0,2,0,19,3,2,18760,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
5111429,0,45,1,70,2,5,2,0,0,0,16,1,7,34202,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5111430,0,39,9,48,3,1,3,1,1,0,16,0,2,18755,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
5111431,1,22,13,59,4,3,5,0,2,0,19,2,1,17416,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
5111432,1,23,7,69,4,4,3,1,6,0,22,2,3,19894,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5111433,0,42,30,68,3,3,4,0,1,0,18,7,8,19434,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
5111434,0,23,5,51,3,2,4,1,1,0,18,1,2,18295,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5111435,1,36,1,55,3,5,3,0,0,0,19,1,5,17058,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5111436,0,27,3,54,4,1,5,0,2,0,18,1,8,20294,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
5111437,0,38,3,77,5,4,1,0,2,1,25,0,3,20405,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
5111438,0,27,5,34,1,3,1,0,2,0,18,2,4,21472,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
5111439,0,27,3,61,4,1,5,0,2,0,22,2,4,19955,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
5111440,0,32,9,77,4,3,4,0,1,0,25,2,2,17743,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5111441,1,30,2,64,4,3,5,1,1,0,16,6,7,24714,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
5111442,1,30,3,57,3,2,3,1,1,0,20,2,6,18058,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5111443,0,47,5,62,4,4,4,1,8,1,17,14,10,25333,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
5111444,1,32,19,72,3,5,3,1,3,0,19,1,1,24161,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
5111445,0,36,9,66,3,2,3,0,4,0,18,2,2,17543,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
5111446,0,38,11,55,3,5,2,1,1,1,18,1,3,20666,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
5111447,0,21,4,80,4,4,3,1,1,0,22,1,0,18230,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
5111448,0,38,7,79,5,3,2,0,7,1,17,1,9,20329,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5111449,0,40,1,57,5,5,2,1,2,1,27,0,2,22457,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
5111450,0,52,5,56,5,2,4,1,6,0,24,2,3,21482,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
5111451,0,49,4,78,4,4,1,1,7,0,18,1,1,34265,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5111452,0,23,4,65,3,1,3,0,1,0,18,2,3,19375,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5111453,0,48,8,44,3,2,3,0,5,0,17,2,2,34300,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
5111454,0,20,9,43,1,4,2,1,1,0,22,2,2,17678,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
5111455,0,43,8,69,3,3,3,0,5,0,23,3,1,18093,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5111456,1,33,6,34,3,1,3,1,1,1,18,0,0,17851,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
5111457,1,48,30,79,1,1,3,1,5,1,18,2,4,22397,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
5111458,0,37,5,66,4,1,1,0,2,0,27,1,9,19886,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5111459,1,31,11,68,4,4,1,1,7,0,17,2,3,18180,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5111460,1,45,27,45,3,3,3,1,4,1,28,1,1,19161,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
5111461,0,58,3,60,3,4,3,0,3,0,19,2,3,22755,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5111462,0,25,27,40,3,4,2,0,1,0,19,3,2,18400,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
5111463,0,28,17,68,2,2,5,1,0,0,24,0,7,20661,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
5111464,1,22,10,33,3,1,4,0,2,0,19,2,1,18679,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
5111465,0,43,3,61,3,4,3,1,2,0,31,12,7,20907,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
5111466,0,36,8,77,3,2,4,1,2,0,16,1,3,17013,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5111467,0,36,14,36,3,3,4,0,4,0,18,0,4,17143,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5111468,0,45,3,67,3,4,3,0,4,0,27,5,7,20154,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
5111469,0,45,2,44,3,4,3,0,4,0,17,0,3,20399,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
5111470,0,40,27,62,4,1,2,1,3,1,18,0,0,19422,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5111471,1,33,3,64,4,3,3,0,1,1,20,2,3,19730,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5111472,0,58,3,52,3,4,4,1,4,0,27,14,14,31291,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
5111473,0,31,3,54,3,4,3,1,0,0,24,1,2,18067,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
5111474,1,37,11,58,3,1,5,0,1,0,20,0,8,19213,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
5111475,0,36,2,73,3,2,3,1,6,0,18,0,0,21815,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
5111476,0,50,10,59,3,3,2,0,4,0,23,0,0,17380,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
5111477,1,29,11,59,4,4,5,1,6,1,25,0,0,17404,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
5111478,1,44,25,43,3,2,3,1,3,1,27,0,0,18161,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
5111479,0,42,30,68,3,5,4,1,1,0,18,7,8,21692,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
5111480,0,33,8,50,3,1,4,0,2,0,20,6,4,22524,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
5111481,1,35,28,54,3,5,1,0,1,1,23,0,7,20813,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
5111482,0,35,30,67,3,4,4,0,3,0,21,2,3,18311,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5111483,0,29,7,57,4,1,4,0,1,0,16,0,0,17804,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
5111484,1,44,4,59,3,5,5,1,4,0,17,1,2,17362,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
5111485,0,37,7,68,3,3,1,0,4,0,19,0,1,21502,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
5111486,0,42,7,53,3,4,5,0,9,0,18,5,7,28348,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
5111487,0,33,1,65,2,1,3,1,4,0,24,0,5,21692,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
5111488,1,30,16,58,4,4,5,0,5,1,21,3,1,18335,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5111489,0,27,4,71,1,5,1,0,1,1,25,0,4,19647,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
5111490,0,32,9,43,3,5,2,1,1,0,19,3,7,23998,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
5111491,1,27,24,39,3,4,3,0,2,0,26,1,1,18377,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
5111492,0,36,1,56,3,1,2,0,1,1,19,4,11,21201,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
5111493,0,42,10,57,5,4,3,1,2,0,28,6,11,35973,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
5111494,0,41,7,35,3,2,3,0,1,0,17,8,7,24241,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
5111495,0,37,5,68,3,3,3,1,5,0,19,3,3,18543,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
5111496,0,36,3,70,4,4,5,0,2,0,25,2,3,18450,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
5111497,0,59,13,39,3,2,3,0,1,0,19,2,9,29872,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
5111498,1,31,7,76,5,3,3,0,4,1,23,7,7,21172,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
5111499,0,38,12,55,3,3,2,0,2,1,18,2,3,18326,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5111500,0,34,10,32,3,1,4,1,1,0,23,1,3,20302,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
5111501,0,26,11,57,3,4,3,0,1,1,28,1,5,20907,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5111502,0,43,29,79,3,1,4,0,6,0,20,5,9,29525,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
5111503,1,34,24,43,3,3,5,0,9,1,20,0,2,24950,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
5111504,0,38,13,51,3,4,4,0,3,1,18,1,2,20197,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
5111505,0,29,7,54,3,1,2,0,1,0,18,0,8,18131,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
5111506,0,32,3,79,3,2,2,0,0,0,18,3,6,18068,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5111507,0,29,2,70,1,3,3,1,8,1,17,0,2,21294,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
5111508,1,27,6,75,3,1,5,1,1,0,28,1,2,19102,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5111509,1,38,5,64,4,2,3,0,7,1,21,1,1,18090,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
5111510,0,40,4,79,3,3,1,1,2,1,21,6,9,22472,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
5111511,1,25,6,46,4,3,3,1,1,1,16,0,3,20744,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
5111512,0,38,12,71,3,3,4,1,2,0,19,8,8,24834,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
5111513,0,46,5,69,3,5,3,1,5,0,28,6,8,21154,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
5111514,0,29,29,50,4,3,5,0,2,0,17,1,5,20724,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
5111515,0,40,5,66,3,4,3,0,1,0,31,12,9,26938,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
5111516,1,23,10,33,3,4,5,0,1,0,24,1,0,16790,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
5111517,0,41,5,51,3,2,3,0,0,1,18,13,5,25447,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
5111518,1,32,6,35,3,1,3,1,2,0,18,8,8,20084,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
5111519,1,56,5,80,3,1,5,0,6,1,19,2,5,35859,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
5111520,0,36,1,44,3,5,3,1,0,1,16,0,2,17154,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
5111521,0,56,29,73,1,4,4,1,5,1,24,2,5,35636,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
5111522,0,28,3,54,3,5,4,0,2,0,17,1,5,19816,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
5111523,0,43,5,42,3,5,1,0,3,1,20,14,10,26124,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
5111524,1,26,8,48,4,4,3,0,2,1,17,1,4,21744,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
5111525,0,38,24,67,1,4,5,1,2,1,18,2,8,19564,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
5111526,0,24,12,39,3,2,5,1,2,0,20,1,3,18500,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
5111527,1,29,3,64,3,3,3,1,4,0,21,2,2,18909,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
5111528,0,36,8,59,3,1,5,1,3,0,19,1,2,17062,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5111529,0,36,6,52,4,2,5,1,9,1,19,0,0,95000,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
5111530,1,36,1,59,3,2,2,0,2,1,21,2,0,17293,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
5111531,0,37,9,49,3,2,1,1,1,0,17,11,12,19210,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
5111532,1,36,10,79,4,2,3,0,0,1,22,0,0,18388,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5111533,0,31,3,60,3,2,2,0,2,0,29,4,8,20011,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5111534,0,50,11,80,4,3,2,1,6,0,20,1,3,25496,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
5111535,0,44,3,35,3,1,1,1,5,0,19,3,3,21562,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
5111536,0,36,1,59,4,5,4,1,6,0,25,0,2,17332,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
5111537,0,57,4,62,3,5,5,0,3,0,28,2,1,18066,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
5111538,0,22,16,59,3,3,1,1,1,0,20,0,0,21692,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5111539,0,25,14,68,2,4,3,1,1,0,24,2,4,20011,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5111540,0,34,29,65,4,1,3,1,1,0,26,1,7,21712,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
5111541,0,31,6,73,3,2,3,0,2,0,26,1,1,18083,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5111542,0,42,3,68,3,5,5,0,1,0,23,2,8,20103,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
5111543,0,33,16,75,3,3,2,1,3,0,17,1,4,20403,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
5111544,1,22,5,67,4,2,3,1,5,0,21,1,2,18894,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5111545,0,32,14,73,3,5,2,1,2,0,16,0,3,19403,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
5111546,0,41,12,60,3,2,3,1,10,0,23,3,14,29499,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
5111547,0,36,3,53,3,4,4,1,9,1,16,5,12,20410,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
5111548,1,21,9,31,3,1,4,0,1,0,18,1,0,17679,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
5111549,0,31,24,64,4,3,1,0,0,0,26,7,8,20582,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
5111550,1,36,18,61,5,5,1,1,7,1,20,3,3,21440,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
5111551,0,60,3,59,4,5,3,1,8,0,17,2,4,21473,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
5111552,0,43,27,62,3,4,1,0,1,1,17,4,12,31959,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
5111553,0,30,9,75,3,5,3,1,1,0,19,0,4,17632,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
5111554,0,36,5,46,4,3,4,1,3,0,24,7,5,26274,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
5111555,0,40,9,34,3,1,4,0,5,0,24,3,3,24376,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
5111556,0,34,10,46,4,4,4,1,1,0,19,7,7,23621,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
5111557,0,33,9,46,3,1,5,1,2,0,18,2,2,21392,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
5111558,0,47,5,77,5,1,4,0,4,1,18,8,8,32872,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
5111559,0,30,23,69,3,5,5,1,0,0,19,7,8,23412,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
5111560,0,36,5,59,3,5,3,1,1,0,24,0,0,17318,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
5111561,0,43,7,47,3,5,5,1,8,0,19,2,6,21155,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
5111562,0,28,11,69,3,1,1,0,2,0,17,2,5,19445,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5111563,0,37,14,67,4,5,4,1,2,0,19,1,4,22499,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
5111564,1,29,9,48,4,4,3,1,6,1,24,0,2,17800,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
5111565,0,27,11,32,3,5,5,1,1,0,26,1,7,23793,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
5111566,0,28,18,79,4,2,5,0,1,0,25,0,4,20774,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
5111567,0,39,9,74,4,1,3,0,3,0,17,8,8,21321,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
5111568,0,56,5,67,3,1,4,0,4,0,24,2,3,26976,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
5111569,0,37,9,57,1,5,1,0,4,0,18,1,2,19038,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
5111570,0,35,6,42,4,1,2,0,4,0,23,1,2,18979,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
5111571,0,53,2,60,4,5,3,1,4,1,25,0,2,27965,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
5111572,0,54,4,52,3,4,5,0,2,0,19,0,5,20940,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
5111573,1,28,9,79,3,4,2,1,1,1,16,0,0,17515,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
5111574,0,36,9,63,1,1,5,0,9,0,19,0,5,26713,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
5111575,0,45,8,67,3,5,5,1,1,0,23,9,11,20210,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
5111576,0,32,6,48,3,1,4,0,1,0,19,5,3,21524,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
5111577,0,33,4,50,3,3,1,1,2,0,25,6,8,26422,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
5111578,0,48,17,66,3,5,3,0,8,0,19,7,7,21439,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
5111579,0,37,11,56,3,2,2,0,5,0,19,1,8,21079,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
5111580,1,30,1,64,4,3,5,0,1,0,16,6,7,24714,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
5111581,0,40,21,61,3,4,2,0,4,0,25,11,1,25322,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5111582,0,42,29,58,4,2,2,1,0,0,16,0,4,19523,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
5111583,0,35,8,59,3,3,3,1,3,0,26,1,6,25221,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5111584,0,54,3,41,4,1,3,0,6,0,16,7,0,25686,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
5111585,0,46,3,72,2,4,2,1,1,0,17,2,8,35202,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5111586,0,39,25,60,4,4,1,0,0,0,16,9,6,27031,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
5111587,0,53,4,45,3,2,3,0,3,1,21,1,3,32584,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
5111588,0,36,18,59,5,5,3,1,2,0,18,0,0,17290,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5111589,0,24,7,60,2,1,5,1,3,0,22,1,2,18819,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
